106	5815	9	58.22
2308	101	5	4.92
1284	742	4	34.93
776	277	3	16.09
263	104	9	5.18
10270	102	3	9.13
299	2637	16	184.66
4138	21	3	14.48
37178	14	4	22.06
102	8855	3	8.1
27700	14	5	22.3
681	619	7	58.27
2	11953	3	14.96
404	1781	12	127.52
7142	12	6	11.16
47581	14	3	16.55
1182	2920	10	132.47
105	2596	3	7.05
106	2844	3	8.2
12584	12	3	5.13
4015	476	5	53.61
28319	2011	5	98.23
21646	12	3	9.02
1860	146	5	30.24
6972	404	5	58.38
5758	2897	3	41.88
1809	773	6	62.15
542	103	13	24.6
103	4437	3	8.84
622	1066	7	63.96
28850	7	3	24.17
133	9455	3	24.31
3651	7	3	9.2
149	5093	3	21.47
552	5656	3	31.79
23963	28091	3	68.39
1560	188	5	33.48
297	8532	5	57.53
103	4811	3	9.31
658	23687	3	42.71
417	665	23	231.06
29831	14	3	10.08
5	389	3	21.9
12	3287	6	3.88
103	2172	4	8.82
3286	1049	3	31.99
157	2634	3	18.14
1288	13667	3	42.64
5379	21067	3	54.38
2218	39125	3	55.07
2324	1734	4	46.46
284	547	16	130.62
155	3168	3	19.22
1748	1050	7	77.92
102	1772	8	12.52
898	6257	4	49.33
1672	12	11	6.18
118	689	3	5.93
301	126	3	4.41
142	25498	3	32.8
693	40994	4	70.08
491	1908	3	24.59
43539	12	3	18.18
1061	103	11	29.58
107	30148	4	37.23
102	3195	4	5.55
30693	14	5	27.58
12	290	89	107.28
103	1213	16	58.67
3682	14	10	11.71
6018	14	22	93.04
290	130	5	11.54
159	360	3	7.6
918	273	3	16.84
10440	12	4	7.44
566	417	16	143.73
1493	2672	7	89.27
134	287	110	960.3
103	9291	8	53.56
5952	2944	3	42.1
102	9157	3	8.42
1100	417	5	39.03
2638	101	5	5.79
135	1275	10	65.3
23345	14	7	38.61
4738	22491	5	98.63
1460	265	9	78.3
130	105	50	69.78
163	765	3	11.41
190	563	155	1921.98
102	30358	4	27.16
1662	1888	3	31.57
109	884	7	18.85
1784	7991	3	40.88
36997	14	3	12.18
28	54683	3	45.77
9	12	476	302.99
140	194	5	8.57
2822	116	6	34.82
101	9450	3	7.42
3727	10896	4	66.21
1583	106	3	5.12
12	11562	4	8.48
12	6923	6	11.16
1978	1142	3	29.32
18618	7	3	19.49
2117	142	3	15.84
18841	217	4	48.5
1800	7379	5	72.98
165	11783	3	28.2
27035	1944	3	50.33
303	16	5	6.71
1739	479	3	23.93
